genre,artist_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,max_improvement
Children's Music,The Countdown Kids,0,0.733,0.619,95253,0.357,0.0,E,0.167,-10.919,Minor,0.0373,159.667,3/4,0.657,22.83530245595767
Anime,ClariS,22,0.0669,0.473,259907,0.955,0.0485,C,0.376,-2.287,Major,0.0803,90.996,4/4,0.482,10.192103719234629
Hip-Hop,Offset,79,0.172,0.959,204516,0.539,0.0,E,0.108,-6.611,Minor,0.0958,103.0,4/4,0.657,1.292508827363837
Alternative,Gorillaz,41,0.0654,0.813,213547,0.341,0.69,B,0.0897,-14.411,Minor,0.0409,107.77,4/4,0.76,14.036252294030758
Children's Music,Beastie Boys,49,0.157,0.673,248107,0.857,1.05e-06,F,0.104,-10.501,Major,0.0689,76.116,4/4,0.382,4.20309571974678
Blues,Bigg Robb,26,0.0804,0.843,211760,0.783,5.91e-05,F,0.0825,-5.172,Minor,0.0561,111.009,4/4,0.955,13.15582114126868
Blues,Etta James,35,0.174,0.479,203320,0.839,1.58e-05,C,0.171,-9.314,Major,0.185,179.329,4/4,0.833,10.877304356757199
Pop,Drake,73,0.186,0.591,302492,0.846,0.0,G,0.463,-3.687,Major,0.276,94.795,4/4,0.121,7.178394685414328
Rock,Shinedown,60,0.00204,0.487,248373,0.9,6.42e-06,F,0.11,-4.54,Major,0.0529,149.959,4/4,0.377,10.070851343747028
Children's Music,Moses Sumney,61,0.856,0.465,239702,0.213,0.00557,C,0.0863,-10.183,Major,0.0323,123.518,4/4,0.0803,0.5607569397871686
World,Femi Kuti,30,0.0325,0.753,319160,0.914,2.69e-05,A#,0.128,-7.048,Minor,0.0771,104.903,4/4,0.943,8.405324370817631
World,Rita Springer,24,0.11,0.566,259004,0.62,0.0,E,0.112,-7.297,Major,0.0306,126.015,4/4,0.349,16.318560035975576
Reggae,Alex Rose,46,0.422,0.708,256542,0.62,0.0,C#,0.162,-7.503,Major,0.131,134.832,4/4,0.603,8.83200490634512
Opera,Richard Wagner,27,0.962,0.118,180640,0.0304,0.119,G,0.0925,-31.652,Major,0.0438,94.507,4/4,0.0418,12.964923694841493
Rock,Brett Eldredge,64,0.738,0.583,173560,0.572,0.0,C#,0.266,-4.776,Major,0.0366,113.998,4/4,0.684,4.975652440664528
R&B,John Legend,46,0.0161,0.46,229387,0.643,0.00675,F,0.127,-4.317,Major,0.0307,130.31,4/4,0.506,13.989515116734543
Anime,Yasuharu Takanashi,32,1.6e-06,0.405,130453,0.963,0.928,A,0.303,-4.296,Major,0.0685,86.577,4/4,0.424,7.394199755493137
Children's Music,Pinegrove,51,0.0142,0.498,98227,0.664,2.32e-06,C#,0.0849,-8.059,Major,0.0667,107.049,4/4,0.272,9.486332057273962
Opera,Jean-Philippe Rameau,23,0.994,0.352,123773,0.154,0.92,G,0.139,-23.643,Minor,0.0406,99.96,4/4,0.784,13.743626062910744
Rap,Cardi B,56,0.782,0.718,172584,0.715,6.48e-06,G,0.14,-3.449,Major,0.33,89.088,4/4,0.616,10.784591909605657
Blues,John Scofield,42,0.563,0.69,396173,0.413,0.843,F#,0.08,-13.182,Minor,0.0487,104.931,4/4,0.513,6.22110675455257
Blues,Peter Green,35,0.468,0.697,276160,0.217,0.0567,D,0.1,-23.775,Minor,0.0413,136.714,4/4,0.838,10.017696366869496
Dance,Julia Michaels,83,0.571,0.803,210147,0.384,0.0,G,0.194,-6.522,Major,0.179,141.924,4/4,0.503,-1.168444867255251
Soul,Moon Boots,56,0.0178,0.806,286727,0.608,0.314,B,0.13,-7.57,Minor,0.0496,122.0,4/4,0.561,5.394659283490533
Indie,Family of the Year,65,0.213,0.341,190280,0.539,6.44e-05,F,0.109,-5.76,Major,0.0265,174.564,4/4,0.267,6.0694613179744366
Children's Music,Korn,54,0.000389,0.576,200960,0.785,0.0109,A#,0.103,-4.873,Major,0.0355,105.118,4/4,0.406,4.598069783066852
World,Elevation Worship,34,0.0403,0.544,224139,0.851,0.0,B,0.0739,-6.517,Major,0.0381,131.907,4/4,0.589,9.596073227640249
World,Ebo Taylor,33,0.643,0.729,261853,0.666,0.135,F,0.0947,-10.721,Major,0.0525,109.554,4/4,0.871,10.522030982083315
Comedy,Jim Norton,20,0.806,0.538,262987,0.699,0.0,D,0.802,-12.89,Major,0.931,131.143,3/4,0.321,12.683332175338784
Pop,Lana Del Rey,54,0.098,0.524,248720,0.427,0.000273,C#,0.129,-9.57,Minor,0.0297,100.024,4/4,0.0379,16.57172048434119
Alternative,Little Dragon,49,0.0319,0.68,273547,0.613,0.236,C#,0.073,-5.959,Major,0.0612,58.099,4/4,0.623,10.465057128030049
Children's Music,Daniel Tiger’S Neighborhood,25,0.473,0.738,38425,0.804,0.0,C,0.292,-4.012,Major,0.0682,127.888,4/4,0.591,13.52480120913386
Alternative,Sonic Youth,59,0.000277,0.286,417800,0.907,0.202,G,0.0837,-9.67,Major,0.0374,156.395,4/4,0.746,7.67677470429345
Opera,Giuseppe Verdi,13,0.969,0.294,123187,0.27,0.000435,F#,0.0963,-13.038,Major,0.0549,84.661,4/4,0.419,14.913735697830774
Children's Music,Starset,47,0.0016,0.187,303027,0.637,0.000145,C#,0.514,-8.078,Minor,0.0467,92.031,4/4,0.129,12.094911596690968
Folk,Van Morrison,44,0.429,0.513,360055,0.301,0.00487,A#,0.48,-11.569,Major,0.0573,65.437,4/4,0.262,11.36308235422093
Reggae,Bob Marley & The Wailers,47,0.0035,0.863,194511,0.733,0.0,B,0.0629,-6.557,Major,0.0373,98.169,4/4,0.962,9.390875314541292
Comedy,John Mulaney,45,0.823,0.51,152387,0.944,0.0,D,0.964,-6.827,Major,0.926,93.792,3/4,0.153,6.130611298059698
Classical,Pyotr Ilyich Tchaikovsky,37,0.904,0.314,1160280,0.172,0.342,D,0.119,-15.706,Major,0.0405,94.694,4/4,0.16,7.356765268345238
Soul,Johnny Gill,41,0.101,0.537,276387,0.777,0.0,B,0.118,-4.801,Minor,0.196,168.04,4/4,0.454,14.085840275426996
Movie,Paul Kandel,35,0.695,0.275,71373,0.414,0.000299,D,0.3,-15.251,Major,0.0549,137.625,3/4,0.268,4.846238070816356
Ska,Bad Brains,50,0.00251,0.139,115040,0.795,4.72e-05,C,0.614,-12.428,Major,0.0581,82.083,4/4,0.0754,5.397094183562094
Jazz,Peter White,28,0.0317,0.673,322027,0.826,0.793,D,0.0465,-5.941,Minor,0.0303,118.975,4/4,0.907,15.39284644914199
Alternative,The Avett Brothers,56,0.693,0.485,314680,0.324,2.37e-05,F,0.115,-8.185,Major,0.031,142.011,3/4,0.187,6.621056628952601
R&B,Smino,48,0.602,0.579,205199,0.555,0.0,F#,0.129,-8.853,Minor,0.742,144.884,3/4,0.597,8.487554412612837
Dance,Nicki Minaj,71,0.269,0.72,200013,0.861,5.11e-06,B,0.601,-4.339,Major,0.209,126.991,4/4,0.669,1.6606244159999548
Blues,Chris Robinson Brotherhood,29,0.386,0.47,345680,0.614,0.00134,A,0.112,-8.022,Major,0.0321,138.663,4/4,0.533,16.13454841063299
Reggae,The Beautiful Girls,21,0.874,0.609,142222,0.347,0.0737,F,0.107,-11.552,Major,0.0374,91.097,4/4,0.677,16.890964588934594
Soundtrack,Geoff Zanelli,39,0.626,0.259,111107,0.335,0.935,D,0.0539,-18.199,Minor,0.0335,84.645,4/4,0.0385,10.50665475199996
Comedy,Monty Python,22,0.975,0.383,199640,0.276,0.000698,C,0.28,-15.553,Major,0.0588,87.811,4/4,0.501,11.149332897707353
Reggae,Helian Evans,29,0.106,0.777,210309,0.705,6.46e-05,F,0.112,-5.556,Major,0.0408,96.991,4/4,0.677,11.752620467490116
Folk,Michael Nau,40,0.276,0.685,167176,0.589,0.336,E,0.133,-8.801,Major,0.0288,116.473,4/4,0.961,11.811404350977973
Soul,88GLAM,65,0.0952,0.753,243200,0.663,3.45e-06,B,0.274,-5.803,Minor,0.0654,149.92,4/4,0.328,4.556105008961478
Indie,Trevor Hall,47,0.00627,0.616,191680,0.542,5.56e-05,C#,0.088,-9.014,Major,0.0476,166.033,4/4,0.367,11.699030291935065
Pop,Marshmello,64,0.231,0.791,139294,0.761,0.000626,F,0.367,-5.76,Minor,0.0392,111.663,4/4,0.797,10.255284518684713
Soul,UMI,66,0.456,0.84,199227,0.344,3.36e-05,F,0.35,-8.613,Minor,0.0374,111.994,4/4,0.526,2.633311414836394
Folk,The National,38,0.119,0.576,198933,0.626,0.888,A,0.14,-7.541,Major,0.028,135.954,4/4,0.546,13.51259191606996
Movie,Idina Menzel,42,0.724,0.659,301587,0.521,0.0,C,0.0977,-6.239,Major,0.115,117.989,4/4,0.511,10.313001995984841
Jazz,Billie Holiday,36,0.72,0.624,221867,0.19,4.84e-05,C,0.23,-16.255,Major,0.0604,124.979,3/4,0.528,15.33384075730838
R&B,Nick Jonas,72,0.253,0.653,234213,0.623,0.0,F#,0.144,-5.273,Minor,0.082,123.999,4/4,0.401,0.038837630666174995
Country,Adam Sanders,36,0.27,0.474,261853,0.449,0.000172,G#,0.425,-11.009,Major,0.1,129.785,4/4,0.379,12.191045414883765
Folk,Sarah Jarosz,44,0.749,0.49,214565,0.252,1.58e-06,E,0.362,-10.484,Major,0.0312,135.894,4/4,0.188,9.785352034204273
Electronic,Daft Punk,47,0.261,0.525,295227,0.599,0.021,F#,0.717,-12.666,Major,0.0581,125.976,4/4,0.188,7.178370379648077
Children's Music,Palaye Royale,49,5.27e-05,0.422,203920,0.948,0.00011,D,0.201,-1.747,Major,0.0816,157.049,4/4,0.635,11.591740454050138
Dance,Kelly Clarkson,66,0.0053,0.808,172427,0.581,1.19e-05,B,0.0828,-5.43,Major,0.07,130.012,4/4,0.758,5.647683832808596
Reggae,Nengo Flow,41,0.243,0.765,213774,0.731,0.0,F,0.0621,-6.572,Minor,0.119,171.984,4/4,0.873,11.359528155865547
Reggae,Ky-Mani Marley,36,0.13,0.673,250053,0.698,0.0,E,0.3,-6.072,Minor,0.159,90.963,4/4,0.389,10.608641715013485
Children's Music,Theory of a Deadman,51,0.00368,0.587,216000,0.901,0.0,B,0.379,-3.759,Major,0.037,146.041,4/4,0.8,8.436094750371979
Dance,Terror Jr,45,0.246,0.782,183661,0.658,2.65e-05,A,0.115,-7.301,Major,0.103,99.966,4/4,0.379,10.839471728280406
Children's Music,for KING & COUNTRY,53,0.847,0.597,237073,0.109,0.929,F#,0.197,-19.347,Major,0.038,81.992,4/4,0.0365,9.070994158140559
Indie,The Head and the Heart,48,0.143,0.503,292373,0.496,0.03,D,0.13,-11.654,Major,0.0291,151.81,4/4,0.539,13.499454163275429
Blues,Stevie Ray Vaughan,22,0.0109,0.387,543160,0.505,0.106,G#,0.758,-10.528,Major,0.0344,140.132,4/4,0.452,17.575352339488653
Indie,Puma Blue,54,0.852,0.339,266733,0.197,0.015,A#,0.111,-13.937,Minor,0.0362,91.33,1/4,0.0385,9.414956512868725
Anime,BRADIO,23,0.0713,0.547,230736,0.856,0.0,C#,0.278,-2.948,Minor,0.0698,158.067,4/4,0.861,11.34176418046257
Electronic,Crazy P,46,0.000535,0.714,246399,0.816,0.339,A#,0.0685,-6.818,Minor,0.033,114.991,4/4,0.335,7.661930085881117
World,Hillsong UNITED,26,0.203,0.146,217387,0.46,0.253,C#,0.334,-6.731,Minor,0.0492,153.986,4/4,0.0373,9.937852350492776
Children's Music,Bad Wolves,48,0.034,0.467,204804,0.567,0.0,D,0.142,-5.296,Minor,0.0397,75.243,4/4,0.168,9.80763735349955
Rock,Bruce Hornsby,68,0.607,0.582,297853,0.689,0.0571,G,0.145,-12.203,Major,0.0277,111.166,4/4,0.531,7.722465568507744
Ska,Reel Big Fish,18,0.473,0.65,222033,0.859,0.0,F#,0.0655,-2.648,Major,0.0783,79.032,4/4,0.948,15.652179681716369
Children's Music,Madvillain,61,0.0243,0.578,118853,0.631,0.0,A,0.0665,-6.518,Minor,0.309,96.332,4/4,0.716,14.936606172513052
Reggae,Passafire,28,0.00475,0.691,178125,0.897,1.75e-06,E,0.153,-5.858,Major,0.0895,92.97,4/4,0.65,11.993989288473976
Dance,P!nk,56,0.00971,0.591,231560,0.841,0.0,F#,0.262,-4.498,Major,0.0375,138.037,4/4,0.751,9.813129067360729
Dance,Howard Jones,60,0.0314,0.752,235827,0.743,0.000117,G,0.128,-6.083,Major,0.0331,108.254,4/4,0.832,8.463749774405846
Indie,Portugal. The Man,52,0.133,0.477,225187,0.808,0.00013,G,0.176,-2.522,Minor,0.0571,100.004,4/4,0.433,10.41821991504284
Comedy,Brad Williams,27,0.811,0.591,164581,0.622,0.0,B,0.957,-20.606,Minor,0.945,85.217,4/4,0.236,5.686984194355908
Rock,KISS,62,0.027,0.521,192333,0.901,0.0651,C#,0.108,-5.518,Major,0.067,131.182,4/4,0.817,7.950039196481508
Anime,Nobuo Uematsu,34,0.0004,0.375,160467,0.77,0.836,G,0.148,-7.771,Major,0.0569,160.065,4/4,0.641,7.983427654797118
R&B,Dreezy,52,0.048,0.735,247721,0.473,0.0,C#,0.221,-9.547,Major,0.196,124.178,4/4,0.439,11.139944609421827
Reggae,Matisyahu,29,0.1,0.644,203307,0.727,3.49e-06,D,0.249,-4.52,Major,0.0803,78.914,4/4,0.661,13.230325043351598
Alternative,11:11,51,0.689,0.646,266282,0.325,3.55e-06,B,0.084,-7.941,Minor,0.0311,127.894,4/4,0.321,8.722163773593087
Comedy,Robert Schimmel,11,0.835,0.427,1008627,0.725,1.87e-06,B,0.723,-16.6,Minor,0.928,89.099,4/4,0.317,14.523242247257363
Soul,The Notations,42,0.275,0.478,200507,0.39,0.000117,F,0.158,-10.016,Major,0.0263,134.946,4/4,0.673,12.594526501076716
Rap,Gunna,60,0.232,0.688,229977,0.422,0.0,B,0.434,-12.016,Minor,0.574,86.484,4/4,0.68,7.800191886017733
Blues,Mott The Hoople,40,0.0331,0.556,188973,0.901,0.0,C#,0.728,-7.627,Major,0.0533,124.652,4/4,0.701,5.599906403011727
Anime,Ryuichi Sakamoto,37,0.971,0.726,264373,0.146,0.885,F,0.0899,-14.813,Major,0.0517,103.978,4/4,0.59,1.6677339761324805
Country,Luke Bryan,51,0.0293,0.52,217853,0.776,0.0,F#,0.106,-4.787,Major,0.0339,144.992,4/4,0.502,8.66493507446978
Jazz,Luiz Bonfá,1,0.892,0.682,127933,0.143,0.921,F,0.088,-17.737,Major,0.0524,138.754,4/4,0.33,26.70836409464492
Hip-Hop,Chance the Rapper,65,0.0394,0.792,273600,0.555,6.39e-06,C,0.107,-7.038,Major,0.34,99.954,4/4,0.084,11.342937930023249
Indie,Vampire Weekend,49,0.918,0.272,105360,0.232,0.0236,A#,0.113,-11.018,Major,0.0397,180.314,3/4,0.377,14.296066355483617
Indie,Lake Street Dive,56,0.172,0.679,217920,0.592,3.07e-05,F#,0.164,-6.915,Minor,0.179,85.851,4/4,0.595,8.928368456899227
Movie,Alan Menken,17,0.32,0.338,261707,0.634,0.0299,E,0.178,-12.725,Minor,0.0468,164.67,4/4,0.467,12.361747089189643
Reggae,Dimelo Flow,55,0.587,0.754,181395,0.773,0.000124,F,0.399,-7.008,Minor,0.104,172.009,4/4,0.956,4.648812417457161
Reggae,Eddie Dee,50,0.157,0.747,155344,0.629,0.726,G#,0.114,-9.638,Minor,0.077,116.781,4/4,0.234,7.701753546553316
Opera,Giuseppe Verdi,12,0.979,0.361,456027,0.0401,8.03e-05,F,0.0662,-22.432,Minor,0.0511,103.254,4/4,0.0615,23.742567500862577
Pop,Twenty One Pilots,71,0.23,0.547,177200,0.936,3.04e-06,A,0.172,-4.023,Major,0.102,120.003,4/4,0.642,6.508076179943856
Reggae,Wookiefoot,27,0.169,0.745,208787,0.713,2.08e-06,C,0.111,-7.89,Major,0.0625,79.992,4/4,0.364,14.792730097181845
Rap,Lil Dicky,58,0.0521,0.743,219937,0.508,0.0,D,0.153,-8.145,Major,0.0708,83.998,4/4,0.0548,11.857497892089292
Reggae,Frankie Paul,29,0.0472,0.706,204773,0.284,0.0,G#,0.0609,-14.587,Major,0.324,81.301,4/4,0.507,12.107008056676841
Blues,Deep Purple,34,0.27,0.682,231307,0.45,0.213,C,0.183,-15.978,Major,0.0321,114.123,4/4,0.829,15.413989760395944
Electronic,The Prodigy,45,0.000598,0.632,220133,0.984,0.677,C#,0.29,-5.192,Minor,0.0759,148.997,4/4,0.461,5.59447114140535
Comedy,Cheech & Chong,12,0.853,0.473,187800,0.55,0.0,A#,0.945,-14.388,Major,0.684,127.077,3/4,0.61,13.794979706234434
Country,Jo Dee Messina,50,0.689,0.468,240173,0.404,0.0,F,0.177,-7.25,Major,0.0286,138.115,4/4,0.148,3.3990781973398065
Country,The Jokerr,46,0.114,0.673,266493,0.842,0.000357,G#,0.128,-4.26,Minor,0.296,153.877,4/4,0.545,11.235285074559984
Dance,Ansel Elgort,68,0.0734,0.287,188187,0.759,0.0,C#,0.11,-4.666,Major,0.149,195.708,4/4,0.481,4.7061515974060155
Children's Music,The Hit Crew Kids,1,0.28,0.791,147587,0.797,0.0,D,0.197,-3.603,Major,0.0897,109.924,4/4,0.769,30.893903244934
Dance,Missy Elliott,48,0.289,0.749,215533,0.439,1.23e-06,C#,0.165,-11.274,Major,0.252,81.085,4/4,0.557,11.542187709055204
R&B,Masego,63,0.259,0.677,226168,0.669,0.849,C#,0.14,-4.503,Major,0.0632,170.087,4/4,0.222,9.597776008791243
Rock,Jethro Tull,65,0.0667,0.48,397773,0.47,0.0171,G,0.067,-11.919,Minor,0.044,122.569,4/4,0.701,7.950015707401249
Soundtrack,Patrick Doyle,33,0.00092,0.0782,137080,0.575,0.0273,B,0.211,-11.941,Minor,0.0576,185.99,4/4,0.0793,10.050663972241892
Soul,Mary J. Blige,51,0.723,0.451,222333,0.332,0.0,C,0.127,-9.119,Major,0.0956,87.484,3/4,0.259,8.051220908994187
Reggae,Joniel El Lethal,32,0.472,0.604,204922,0.711,0.0,G,0.0757,-4.281,Major,0.186,119.77,3/4,0.689,10.861950610287616
Soul,Joe,51,0.141,0.633,299360,0.534,0.0,C#,0.111,-7.844,Major,0.0272,113.999,4/4,0.332,6.9761588529332
Jazz,Kelsea Ballerini,54,0.0177,0.537,218813,0.816,0.0,D,0.0488,-5.303,Major,0.0468,170.876,4/4,0.525,5.176333051491025
Pop,Sam Smith,60,0.764,0.498,209380,0.324,0.0,C#,0.113,-7.968,Major,0.0349,129.405,4/4,0.34,13.252931448304357
Blues,Gary Clark Jr.,36,0.781,0.698,303693,0.488,0.00291,C#,0.137,-7.93,Major,0.0471,68.593,4/4,0.395,8.996008590996196
Indie,Gregory Alan Isakov,50,0.958,0.378,167533,0.25,0.00118,F,0.124,-11.51,Major,0.0292,168.071,3/4,0.415,12.837793581710429
Jazz,Norah Jones,53,0.909,0.603,218627,0.0903,0.000785,D,0.0866,-14.499,Major,0.0397,114.133,4/4,0.377,5.320393533138869
World,Kristene Dimarco,27,0.0291,0.442,252266,0.377,2.64e-06,C,0.361,-11.154,Major,0.0274,137.96,4/4,0.122,7.434052271123368
R&B,Tom Misch,56,0.584,0.8,287228,0.427,0.0371,F#,0.104,-7.923,Major,0.0346,113.975,4/4,0.218,7.557422705502565
Blues,Gary Clark Jr.,44,0.334,0.615,251520,0.416,0.011,C,0.0913,-7.606,Minor,0.024,83.98,3/4,0.284,4.767086311555789
Comedy,Bill Engvall,23,0.776,0.539,496800,0.802,0.0,F#,0.787,-9.658,Major,0.96,81.403,3/4,0.278,10.78855708198231
Soundtrack,Jóhann Jóhannsson,31,0.59,0.123,154480,0.0684,0.851,D,0.11,-26.595,Major,0.0356,182.819,4/4,0.0324,14.587868000075689
Children's Music,The Countdown Kids,0,0.355,0.653,104000,0.677,2.24e-05,C,0.187,-7.489,Major,0.0558,130.441,4/4,0.778,30.583164124369777
Children's Music,Kimbo Children's Music,0,0.88,0.613,24733,0.176,0.0,E,0.227,-13.642,Minor,0.939,191.307,4/4,0.24,17.244746623603493
Comedy,Anjelah Johnson,17,0.796,0.451,306101,0.759,0.0,E,0.67,-12.099,Minor,0.848,69.182,5/4,0.0751,10.648775885845836
Anime,Matsushita,25,0.347,0.29,323000,0.902,0.0,E,0.115,-2.509,Minor,0.115,191.966,4/4,0.623,9.64438438588009
Alternative,Lower Than Atlantis,40,0.00275,0.566,201773,0.851,0.000168,D,0.142,-3.816,Major,0.0771,93.466,4/4,0.525,14.121530729602107
World,Rodrigo y Gabriela,30,0.845,0.524,404000,0.477,0.893,A,0.194,-11.761,Major,0.0413,129.615,4/4,0.847,10.337053064656097
Opera,Adolphe Adam,15,0.656,0.415,321667,0.143,0.704,G,0.18,-20.921,Major,0.0507,122.401,4/4,0.271,5.459766629927703
World,En Espíritu Y En Verdad,59,0.274,0.419,333170,0.72,1.19e-06,D,0.123,-3.382,Major,0.0313,79.986,4/4,0.125,7.808683995371422
Reggae,Daddy Yankee,54,0.228,0.727,208160,0.914,0.0,F,0.187,-3.027,Minor,0.0784,96.046,4/4,0.638,8.481048241015293
Dance,Sia,54,0.269,0.408,246173,0.711,4.41e-06,C#,0.111,-3.455,Major,0.0462,80.389,4/4,0.288,8.992057881278223
R&B,Colette Lush,47,0.084,0.5,168300,0.248,0.0,E,0.107,-11.749,Minor,0.076,66.734,4/4,0.316,8.850910093328144
Folk,Neutral Milk Hotel,48,0.697,0.448,313973,0.365,0.0,G#,0.136,-7.159,Major,0.0264,91.19,3/4,0.134,11.507994599237081
Country,Alabama,59,0.119,0.464,218613,0.526,0.0,A,0.124,-9.982,Major,0.0448,109.605,4/4,0.754,0.25356925351000353
Folk,Zager & Evans,36,0.00924,0.437,191160,0.605,0.118,G#,0.264,-5.5,Minor,0.0329,125.114,4/4,0.581,12.670110962644108
Children's Music,Nine Inch Nails,55,0.0198,0.626,315440,0.884,0.00625,F,0.295,-8.918,Minor,0.0988,149.025,4/4,0.279,7.6440934042497135
Rock,Billy Joel,52,0.138,0.691,177360,0.726,0.0,F,0.11,-7.353,Major,0.0543,98.418,4/4,0.868,15.061473326037374
Rock,Dr. Dog,57,0.456,0.481,322646,0.523,0.00456,A,0.0602,-7.921,Major,0.0279,123.676,4/4,0.285,12.343654387022921
Alternative,Evanescence,45,0.66,0.322,256053,0.53,1.17e-06,D,0.335,-7.241,Minor,0.0301,174.838,4/4,0.196,9.744889391321884
Children's Music,Music with Brian,0,0.00542,0.778,165600,0.88,2.72e-06,G,0.0356,-5.932,Major,0.0431,120.026,4/4,0.849,28.270496250179676
Rock,Lecrae,56,0.00373,0.753,231053,0.609,0.0,C,0.347,-4.381,Major,0.117,140.304,4/4,0.439,11.564251438911105
World,Lincoln Brewster,47,0.0164,0.527,276747,0.929,0.0,D,0.1,-3.473,Major,0.0451,119.985,4/4,0.543,4.1811942038304934
Rock,The Killers,80,0.00108,0.33,222587,0.936,0.0,C#,0.0926,-3.66,Major,0.0917,148.112,4/4,0.234,3.150078249288773
Comedy,Ralphie May,25,0.886,0.474,133027,0.592,0.0,D,0.908,-16.009,Major,0.945,55.218,4/4,0.0605,6.266734779456812
World,Jonathan David Helser,24,0.217,0.568,342160,0.664,0.000709,A#,0.258,-8.075,Major,0.0379,110.025,4/4,0.359,12.059343078252006
Soundtrack,Hans Zimmer,40,0.97,0.256,48627,0.156,0.912,G,0.0903,-22.779,Minor,0.0525,85.958,3/4,0.1,9.843141041005488
Indie,Joanna Wang,61,0.8,0.67,225053,0.306,1.18e-06,D,0.0829,-11.032,Major,0.0366,139.949,4/4,0.61,4.051233490462981
Folk,James Taylor,50,0.525,0.774,332227,0.521,0.000164,D,0.0954,-9.746,Major,0.0296,109.986,4/4,0.703,8.487417575118753
R&B,Maribou State,56,0.328,0.566,267201,0.757,0.84,E,0.396,-8.37,Minor,0.0355,102.016,4/4,0.403,3.936218801583607
Comedy,Sarah Silverman,24,0.897,0.698,229000,0.517,0.0,D,0.689,-8.437,Major,0.92,120.758,4/4,0.539,7.526356097494251
Electronic,Moderat,43,0.00818,0.661,422200,0.728,0.652,G#,0.0599,-8.713,Major,0.0379,123.994,4/4,0.347,10.213013464392695
R&B,Kirko Bangz,41,0.0503,0.526,258747,0.513,0.0,A,0.123,-6.819,Major,0.24,142.694,4/4,0.548,14.464081867701188
Hip-Hop,KRS-One,56,0.00763,0.803,289907,0.806,0.00536,C,0.101,-7.805,Major,0.265,94.993,4/4,0.618,14.388665623340989
Movie,Oliver Wallace,24,0.85,0.359,54040,0.0481,0.563,C,0.119,-20.711,Major,0.0385,118.51,1/4,0.231,13.335250444514841
Dance,P!nk,61,0.00125,0.706,214387,0.889,0.0,C,0.033,-3.692,Major,0.0556,141.025,4/4,0.882,5.545011647777808
Alternative,Kaiser Chiefs,46,0.0163,0.392,234773,0.979,0.0,G#,0.106,-3.942,Major,0.0762,158.882,4/4,0.357,10.822737275391239
Movie,Jean Claude Corbel,0,0.207,0.68,79749,0.585,0.0,D,0.244,-13.239,Major,0.0868,172.81,4/4,0.82,20.798407628771596
Rap,Juice WRLD,72,0.235,0.711,201920,0.525,0.0,A#,0.199,-6.079,Minor,0.105,159.968,4/4,0.536,5.09865063630231
Opera,Giuseppe Verdi,9,0.959,0.331,370400,0.215,4.54e-05,A#,0.119,-18.29,Major,0.0637,101.699,3/4,0.119,16.181498682503868
Classical,Ludwig van Beethoven,21,0.957,0.298,616587,0.0756,0.182,D#,0.0779,-21.378,Major,0.0481,82.01,4/4,0.261,10.493303435259065
Soul,Curtis Harding,45,0.326,0.611,238427,0.824,0.0835,A,0.0995,-7.939,Minor,0.0412,87.985,4/4,0.83,18.88754872770375
Children's Music,Microwave,45,0.00125,0.47,176880,0.859,0.000131,C#,0.43,-6.725,Major,0.0373,135.545,3/4,0.245,7.246935065707407
Movie,Dorothée,5,0.718,0.729,183533,0.561,0.0,D,0.116,-7.061,Major,0.0492,124.369,4/4,0.595,12.173862829922024
Pop,San Holo,65,0.197,0.747,266483,0.491,1.77e-05,F#,0.0837,-6.043,Major,0.0639,145.034,4/4,0.827,10.04292551098947
Electronic,Polynation,41,0.0491,0.595,518272,0.691,0.837,A#,0.513,-9.976,Minor,0.0327,122.015,4/4,0.153,7.88412875188781
Reggae,Groundation,38,0.0809,0.785,352293,0.613,2.13e-06,G#,0.0633,-9.453,Minor,0.0715,96.659,4/4,0.872,8.23356469880755
World,Michael W. Smith,38,0.588,0.516,368173,0.311,0.00711,A#,0.112,-9.766,Major,0.0265,92.036,4/4,0.0902,4.363593547526399
Electronic,Kraftwerk,31,0.0828,0.795,371922,0.665,0.736,A#,0.0756,-10.95,Minor,0.0584,122.015,4/4,0.538,15.164503528385262
Reggae,Tony Rebel,40,0.062,0.721,231027,0.596,0.0,A#,0.0677,-9.755,Minor,0.138,79.072,4/4,0.887,6.149132461157808
Hip-Hop,Jack Harlow,45,0.0288,0.68,184110,0.694,0.0,B,0.196,-7.299,Major,0.104,146.014,4/4,0.58,21.06870819029541
Comedy,Russell Peters,18,0.895,0.611,285427,0.695,0.0,G#,0.902,-14.263,Major,0.931,128.049,4/4,0.237,9.164179095128146
Country,Linda Ronstadt,63,0.739,0.732,239400,0.161,0.000379,B,0.105,-12.817,Major,0.0306,95.21,4/4,0.5,1.7137807672728467
Soul,The Marvelettes,68,0.723,0.786,148040,0.783,0.0,D,0.195,-5.191,Major,0.0314,121.451,4/4,0.968,2.7572803115112614
Pop,Luis Fonsi,79,0.506,0.569,205467,0.526,0.0,F#,0.0708,-6.67,Minor,0.359,124.969,5/4,0.474,4.06333379623388
Rock,Pink Floyd,51,0.256,0.596,86697,0.17,4.39e-05,G,0.0772,-19.58,Major,0.043,128.585,3/4,0.486,12.119048802624464
